depth;pointid;oc;th_lat;th_long;survey_date;elev;lc0_desc;lc1_desc;lu1_desc
0-20 cm;135062126;8.1;41.76006963;0.205883675;27/06/18;0;Bareland;Other bare soil;Fallow land
0-20 cm;157342408;20.6;43.28394508;27.54277488;17/07/18;0;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157642434;17.9;43.44747531;27.97495287;06/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145023284;20.1;52.63512968;12.67411138;26/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;142243402;19.2;53.71657824;8.530852987;18/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157682458;18.7;43.64831336;28.08991137;29/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;142863320;25.3;52.98742006;9.478855088;02/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141083280;15.6;52.58771829;6.856191951;31/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157742428;20;43.37356118;28.07884154;06/08/18;0;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;157762456;40.3;43.61352229;28.18102637;29/09/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;157802466;21.1;43.69201288;28.25753239;06/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141583286;15.7;52.65874224;7.590646986;06/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157842460;21;43.63096435;28.28895906;06/08/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141603320;21;52.96468356;7.603506716;05/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155602298;14.8;42.65763042;25.18036219;01/08/18;0;Cropland;Rice;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141643342;17.7;53.16343399;7.652331193;08/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155682266;23.2;42.36077591;25.20310948;04/10/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;155722274;18.1;42.42408623;25.26899955;23/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;155722292;8.3;42.58285651;25.31021857;03/10/18;0;Cropland;Permanent industrial crops;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141703268;21.2;52.50051023;7.77609251;04/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155742290;6.1;42.5615595;25.32953204;01/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155862266;34.4;42.32788557;25.41751932;13/10/18;0;Woodland;Pine dominated mixed woodland;Forestry
0-20 cm;155902264;13.9;42.30287968;25.46053118;13/10/18;0;Grassland;Spontaneously re-vegetated surfaces;Semi-natural and natural areas not in use
0-20 cm;141743306;17.9;52.84290865;7.81807925;07/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141783342;20.9;53.16732024;7.861558712;15/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156002286;9.1;42.47824641;25.63073472;14/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;141823346;26.9;53.20429189;7.919613764;30/05/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156082288;19;42.48089218;25.73085798;23/09/18;0;Cropland;Cherry fruit;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156102260;22.3;42.23045615;25.68906995;24/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156142258;22.7;42.20533692;25.731913;15/10/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156142276;10.5;42.36391193;25.77411283;09/08/18;0;Cropland;Other fresh vegetables;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156162290;22.9;42.48343727;25.83099549;23/09/18;0;Cropland;Vineyards;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156202314;41.9;42.68712519;25.93598068;14/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;141843340;37.9;53.15091062;7.952089528;26/05/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141963222;12.6;52.09378584;8.175882103;26/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156422290;7.5;42.43383557;26.14084078;25/07/18;0;Shrubland;Shrubland without tree cover;Semi-natural and natural areas not in use
0-20 cm;156442264;16.7;42.20122071;26.10218643;05/08/18;0;Grassland;Grassland without tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;156462260;19.1;42.16217667;26.1163475;20/08/18;0;Cropland;Other Leguminous  and mixtures for fodder;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156682268;20.4;42.18990284;26.39647292;26/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156482306;14.9;42.56295593;26.25114628;02/05/18;0;Cropland;Durum wheat;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156562290;20.6;42.40673506;26.30749234;06/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156562344;35;42.88129532;26.44037203;24/08/18;0;Woodland;Pine dominated coniferous woodland;Forestry
0-20 cm;141963248;10.9;52.32736506;8.166302698;25/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156662338;23.6;42.80890309;26.54521019;24/08/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;156722276;16.3;42.25239206;26.46343428;21/08/18;0;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;156742272;12.2;42.21330666;26.47736998;21/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156782268;19.3;42.17028343;26.51499066;26/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;142063322;24.5;52.99433765;8.287227441;10/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156802342;18.6;42.81621138;26.72282394;24/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;156842256;21.5;42.05299304;26.55663321;30/08/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;142083332;33.2;53.08459289;8.313516782;28/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;140523090;14.6;50.85823891;6.177697005;06/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141003224;16.9;52.08186203;6.774990309;11/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156862330;22.6;42.69890696;26.76427123;23/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;156902250;38.7;41.98840586;26.61284802;14/08/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;156902276;21.9;42.21682886;26.67690014;16/08/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156922264;20.1;42.10744541;26.67092283;15/08/18;0;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141083172;17.3;51.618117;6.923613113;15/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;141083226;14.5;52.10294119;6.890351574;11/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157022266;24.6;42.10506835;26.79418229;16/08/18;0;Woodland;Pine dominated mixed woodland;Forestry
0-20 cm;157062336;15.3;42.71121751;27.0183507;23/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157102282;9.1;42.22944256;26.92889012;21/08/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157122302;15.9;42.40086855;27.00313023;08/08/18;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157122330;17;42.64640726;27.07456256;23/09/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157122348;17.4;42.80418445;27.12090159;23/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;157142286;19.3;42.25645474;26.98636981;22/09/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157162300;22;42.37520582;27.04555784;21/08/18;0;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157162364;10.7;42.93617683;27.21028663;08/08/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;157242282;7.6;42.20105347;27.09470549;21/09/18;0;Woodland;Pine dominated coniferous woodland;Forestry
0-20 cm;141363184;12.2;51.73579608;7.321305637;01/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157262276;11.2;42.14435199;27.103162;06/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157302330;12.3;42.60950739;27.2890957;01/09/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157322286;31.7;42.21977986;27.19960036;22/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;157362326;22;42.56207159;27.35014596;23/08/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157422350;22.1;42.75974907;27.48447248;17/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;157442294;31.6;42.26518031;27.36223807;22/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;157442340;17.9;42.66804265;27.48201569;17/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157482360;12.8;42.8347046;27.58256937;10/08/18;0;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157522354;18.1;42.77381092;27.61440439;25/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157542296;11.6;42.26193318;27.48583733;01/08/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157542308;26.7;42.36701631;27.51709142;06/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;157702274;30;42.03581934;27.61770921;22/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;129042168;91.6;41.17196535;-6.975055937;18/08/18;0;Shrubland;Shrubland with sparse tree cover;Forestry
0-20 cm;153402272;18.1;42.79114521;22.48159553;14/09/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153442258;42.2;42.66072491;22.50339832;08/09/18;0;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;153462246;6.8;42.55105924;22.50488202;08/09/18;0;Woodland;Pine dominated coniferous woodland;Forestry
0-20 cm;153462264;34.1;42.71106063;22.53880057;04/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;153482214;14.8;42.26353702;22.46909674;06/09/18;0;Cropland;Apple fruit;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153482276;10.6;42.8146974;22.58567807;04/06/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153502218;17.1;42.29612565;22.50045933;06/09/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153522226;16;42.36426753;22.5393445;06/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;153562216;35.3;42.26935616;22.56848422;12/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153582236;45.2;42.44413917;22.63005919;05/09/18;0;Woodland;Other mixed woodland;Semi-natural and natural areas not in use
0-20 cm;153582250;26.6;42.56856186;22.65660184;04/07/18;0;Woodland;Pine dominated mixed woodland;Forestry
0-20 cm;153602270;26.1;42.74322644;22.7188734;14/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;153702212;38.3;42.21264345;22.72825054;05/09/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;153702216;16.8;42.24819485;22.73582827;31/08/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;153702240;28.7;42.46146085;22.78154841;23/09/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;153702262;7.7;42.65689102;22.82384412;07/08/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;153702276;12.4;42.78122409;22.85095371;04/07/18;0;Woodland;Pine dominated coniferous woodland;Forestry
0-20 cm;153722304;47.6;43.02672448;22.92983119;12/09/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153742220;19.9;42.27764306;22.79123855;04/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153742300;45.2;42.98812346;22.94615232;12/09/18;0;Cropland;Oats;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153742306;27.9;43.04137713;22.95797204;12/09/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;153742310;46.9;43.07687708;22.9658677;12/09/18;0;Grassland;Grassland with sparse tree/shrub cover;Other abandoned areas
0-20 cm;153762196;33.5;42.06129479;22.7695446;18/06/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;153762206;10.4;42.1501742;22.78849232;19/06/18;0;Woodland;Other mixed woodland;Forestry
0-20 cm;153782270;22.5;42.71561085;22.93563177;07/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153802244;8;42.48163965;22.90915364;08/08/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;153802286;24.9;42.85454798;22.99107557;13/09/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153822218;19.6;42.24760468;22.88301687;04/09/18;0;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;153822252;41.9;42.54959401;22.94866139;02/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;140882988;19.3;49.958043;6.752151177;26/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153842316;42.7;43.11451424;23.09889962;15/09/18;0;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;141962892;9.3;49.12802056;8.287564723;19/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153862246;19.2;42.49011584;22.98498348;31/08/18;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153882194;22;42.0251259;22.90863694;05/07/18;0;Woodland;Other mixed woodland;Forestry
0-20 cm;153882222;18.3;42.27387527;22.96240286;03/09/18;0;Woodland;Pine dominated coniferous woodland;Forestry
0-20 cm;142082918;13.3;49.36418841;8.444515533;31/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153882234;31.3;42.38045135;22.98562875;12/06/18;0;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;153882276;32.1;42.75332288;23.06779872;04/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144983158;10.6;51.50485785;12.54981374;19/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153882288;43.5;42.85981641;23.09153012;04/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153902178;32.2;41.87986149;22.90193123;01/12/18;0;Woodland;Pine dominated coniferous woodland;Forestry
0-20 cm;153902242;33.6;42.44838148;23.02514076;08/08/18;0;Cropland;Potatoes;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153902268;35.9;42.67919272;23.07609619;31/08/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;153922288;38.3;42.85354034;23.13977611;23/08/18;0;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;153942254;33.5;42.54866984;23.09660098;23/09/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153962180;28.8;41.88836914;22.976996;20/07/18;0;Cropland;Other fruit trees and berries;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153962194;16;42.01275232;23.00384291;21/06/18;0;Shrubland;Shrubland with sparse tree cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153962198;6.7;42.0482857;23.01154075;21/06/18;0;Cropland;Vineyards;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153982204;12.6;42.09846914;23.0469399;15/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154022244;14.6;42.44735159;23.17283462;12/08/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154022258;26.9;42.57159638;23.20051443;24/09/18;0;Woodland;Other mixed woodland;Amenities museum leisure (e.g. parks botanical gardens)
0-20 cm;153822288;22;42.86918766;23.01914419;13/09/18;0;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154022304;26.3;42.97965173;23.29255928;31/08/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;154022312;34.3;43.05059019;23.3087409;07/06/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;154042174;31.9;41.82263284;23.06044151;22/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154062198;33;42.03268157;23.13056655;05/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;154062230;40.7;42.3167887;23.19312702;02/09/18;0;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154062288;30.7;42.83139424;23.30856553;24/08/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;154102148;11.7;41.58226783;23.08164919;05/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;154102180;5.5;41.86655067;23.14319813;24/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;154102198;9.7;42.02640054;23.17816171;22/07/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154102246;15.5;42.45245958;23.27262409;01/09/18;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154102324;66.3;43.1441676;23.4300298;21/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;154122308;17.9;42.99913368;23.42150759;17/08/18;0;Woodland;Pine dominated mixed woodland;Forestry
0-20 cm;154122326;56.6;43.15867418;23.4583617;10/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;154142176;10.4;41.82474261;23.18290264;23/07/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;154142248;23.2;42.46384794;23.32452166;01/09/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154162172;11.6;41.78607046;23.19885623;05/07/18;0;Grassland;Spontaneously re-vegetated surfaces;Forestry
0-20 cm;154162190;19.8;41.94591052;23.23388832;05/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;154182138;35.1;41.48089928;23.15694742;13/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154182272;12.7;42.67032571;23.42071114;20/05/18;0;Woodland;Broadleaved woodland;Residential
0-20 cm;154202132;9;41.42444942;23.16902839;31/08/18;0;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154202178;16.5;41.83303941;23.25794683;23/07/18;0;Woodland;Pine dominated coniferous woodland;Forestry
0-20 cm;154222134;5.8;41.43907707;23.19643434;06/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154222236;18.8;42.34462067;23.39629277;01/09/18;0;Woodland;Pine dominated coniferous woodland;Forestry
0-20 cm;154282144;6.1;41.51843884;23.2864801;27/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154282238;16.9;42.35273236;23.47203098;06/08/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154282252;20;42.47688847;23.50026092;21/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154302142;5.8;41.49750562;23.30619693;06/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
